station,date,PM2.5,PM10,SO2,NO2,CO,O3
Changping,2016-01-16,116.66666666666667,162.33333333333334,35.458333333333336,88.54166666666667,3800.0,21.0
Changping,2016-01-17,34.666666666666664,45.25,9.041666666666666,46.458333333333336,2600.0,65.0
Changping,2016-01-18,11.625,49.375,5.291666666666667,24.708333333333332,1200.0,58.0
Changping,2016-01-19,44.083333333333336,71.20833333333333,18.958333333333332,60.291666666666664,3400.0,46.0
Changping,2016-01-20,95.0,131.5,35.958333333333336,79.125,4500.0,31.0
Changping,2016-01-21,106.57142857142857,131.71428571428572,18.416666666666668,73.58333333333333,3700.0,54.0
Changping,2016-01-22,10.708333333333334,51.5,6.541666666666667,27.208333333333332,800.0,59.0
Changping,2016-01-23,8.708333333333334,43.333333333333336,4.791666666666667,14.041666666666666,900.0,62.0
Changping,2016-01-24,10.833333333333334,78.70833333333333,5.666666666666667,17.291666666666668,900.0,53.0
Changping,2016-01-25,17.125,28.666666666666668,12.041666666666666,31.125,600.0,52.0
Changping,2016-01-26,30.041666666666668,63.708333333333336,20.541666666666668,51.0,3900.0,53.0
Changping,2016-01-27,70.125,91.5,30.416666666666668,82.25,4300.0,25.0
Changping,2016-01-28,81.70833333333333,91.33333333333333,28.75,74.73913043478261,3900.0,55.0
Changping,2016-01-29,79.25,84.25,32.083333333333336,75.45833333333333,3100.0,30.0
Changping,2016-01-30,31.416666666666668,31.416666666666668,15.833333333333334,49.916666666666664,1900.0,63.0
Changping,2016-01-31,13.083333333333334,13.083333333333334,8.75,33.375,900.0,62.0
Changping,2016-02-01,11.409090909090908,16.09090909090909,7.875,32.833333333333336,800.0,66.0
Changping,2016-02-02,14.708333333333334,21.875,9.958333333333334,34.333333333333336,1100.0,68.0
Changping,2016-02-03,36.791666666666664,47.458333333333336,21.291666666666668,53.166666666666664,4800.0,74.0
Changping,2016-02-04,11.708333333333334,20.541666666666668,7.583333333333333,33.541666666666664,700.0,78.0
Changping,2016-02-05,10.666666666666666,33.916666666666664,7.875,33.0,600.0,69.0
Changping,2016-02-06,16.916666666666668,30.875,11.0,38.833333333333336,1400.0,69.0
Changping,2016-02-07,34.416666666666664,78.95833333333333,16.666666666666668,36.666666666666664,1800.0,74.0
Changping,2016-02-08,122.72727272727273,155.1818181818182,43.625,46.25,3600.0,71.0
Changping,2016-02-09,42.291666666666664,56.0,19.375,49.208333333333336,2500.0,94.0
Changping,2016-02-10,73.08333333333333,83.41666666666667,32.625,64.20833333333333,3900.0,64.0
Changping,2016-02-11,160.79166666666666,177.625,36.208333333333336,84.70833333333333,5900.0,27.0
Changping,2016-02-12,136.33333333333334,142.91666666666666,9.791666666666666,64.625,4500.0,49.0
Changping,2016-02-13,10.458333333333334,11.708333333333334,4.416666666666667,34.291666666666664,600.0,68.0
Changping,2016-02-14,9.916666666666666,20.666666666666668,3.2083333333333335,27.208333333333332,800.0,68.0
Changping,2016-02-15,8.75,64.33333333333333,3.3333333333333335,25.75,700.0,66.0
Changping,2016-02-16,7.75,50.333333333333336,3.625,25.541666666666668,800.0,67.0
Changping,2016-02-17,29.125,36.666666666666664,13.666666666666666,48.0,2100.0,73.0
Changping,2016-02-18,13.5,36.708333333333336,6.333333333333333,39.416666666666664,900.0,71.0
Changping,2016-02-19,21.291666666666668,43.541666666666664,7.416666666666667,38.583333333333336,2200.0,73.0
Changping,2016-02-20,15.304347826086957,27.91304347826087,8.652173913043478,25.82608695652174,1400.0,68.0
Changping,2016-02-21,61.708333333333336,93.58333333333333,19.708333333333332,60.666666666666664,2000.0,66.0
Changping,2016-02-22,60.75,88.83333333333333,11.458333333333334,68.83333333333333,2700.0,68.0
Changping,2016-02-23,12.652173913043478,31.91304347826087,7.166666666666667,31.0,700.0,73.0
Changping,2016-02-24,24.041666666666668,53.333333333333336,9.526315789473685,38.34782608695652,1400.0,64.0
Changping,2016-02-25,23.625,49.625,13.083333333333334,45.083333333333336,1900.0,61.0
Changping,2016-02-26,30.875,55.333333333333336,13.875,50.791666666666664,1500.0,72.0
Changping,2016-02-27,17.130434782608695,28.652173913043477,10.173913043478262,46.43478260869565,1400.0,68.0
Changping,2016-02-28,29.916666666666668,48.625,4.75,46.708333333333336,1600.0,75.0
Changping,2016-02-29,33.666666666666664,50.541666666666664,13.208333333333334,48.27272727272727,1600.0,74.0
Changping,2016-03-01,95.20833333333333,123.54166666666667,23.166666666666668,86.58333333333333,2100.0,47.0
Changping,2016-03-02,131.2173913043478,153.17391304347825,24.347826086956523,99.43478260869566,3300.0,68.0
Changping,2016-03-03,225.79166666666666,253.125,32.625,114.66666666666667,5600.0,70.0
Changping,2016-03-04,291.9166666666667,325.4166666666667,26.958333333333332,116.125,6500.0,63.0
Changping,2016-03-05,43.458333333333336,316.7083333333333,3.875,55.75,900.0,70.0
Changping,2016-03-06,54.25,182.20833333333334,19.5,82.95833333333333,2400.0,56.0
Changping,2016-03-07,26.318181818181817,87.17391304347827,6.416666666666667,59.6,2600.0,70.0
Changping,2016-03-08,8.916666666666666,26.5,3.3333333333333335,28.833333333333332,400.0,68.0
Changping,2016-03-09,11.041666666666666,31.583333333333332,4.208333333333333,35.375,800.0,67.0
Changping,2016-03-10,11.625,68.95833333333333,4.833333333333333,31.136363636363637,700.0,61.0
Changping,2016-03-11,20.166666666666668,46.875,3.625,33.833333333333336,1600.0,79.0
Changping,2016-03-12,87.41666666666667,131.20833333333334,20.5,81.0,3400.0,33.0
Changping,2016-03-13,19.416666666666668,39.166666666666664,6.083333333333333,37.666666666666664,2300.0,77.0
Changping,2016-03-14,57.17391304347826,100.73913043478261,13.826086956521738,63.08695652173913,2500.0,93.0
Changping,2016-03-15,105.80952380952381,164.76190476190476,25.904761904761905,82.57142857142857,2500.0,46.0
Changping,2016-03-16,198.66666666666666,254.875,26.166666666666668,94.75,3000.0,109.0
Changping,2016-03-17,260.125,282.25,20.291666666666668,113.70833333333333,3600.0,110.0
Changping,2016-03-18,127.45833333333333,146.5,9.708333333333334,56.583333333333336,3200.0,112.0
Changping,2016-03-19,39.416666666666664,100.33333333333333,9.666666666666666,54.5,1600.0,75.0
Changping,2016-03-20,49.0,97.08333333333333,7.541666666666667,54.875,1200.0,93.0
Changping,2016-03-21,84.625,140.08333333333334,11.708333333333334,68.20833333333333,1300.0,125.0
Changping,2016-03-22,86.08333333333333,182.625,16.458333333333332,70.25,1900.0,75.0
Changping,2016-03-23,8.0,18.863636363636363,2.0,19.772727272727273,400.0,81.0
Changping,2016-03-24,8.416666666666666,13.291666666666666,3.6666666666666665,23.25,500.0,82.0
Changping,2016-03-25,8.75,15.625,2.375,22.416666666666668,600.0,87.0
Changping,2016-03-26,8.541666666666666,25.083333333333332,5.083333333333333,23.0,600.0,84.0
Changping,2016-03-27,12.521739130434783,42.08695652173913,5.869565217391305,38.869565217391305,1000.0,97.0
Changping,2016-03-28,37.958333333333336,158.375,8.875,64.91666666666667,1900.0,77.0
Changping,2016-03-29,11.590909090909092,45.77272727272727,2.9545454545454546,33.13636363636363,800.0,87.0
Changping,2016-03-30,20.666666666666668,70.91666666666667,7.25,43.791666666666664,1200.0,102.0
Changping,2016-03-31,114.16666666666667,229.0,29.5,76.15,2200.0,159.0
Changping,2016-04-01,27.916666666666668,152.04166666666666,5.791666666666667,31.625,900.0,82.0
Changping,2016-04-02,7.333333333333333,26.5,2.4166666666666665,20.208333333333332,500.0,78.0
Changping,2016-04-03,14.25,46.708333333333336,3.625,28.666666666666668,700.0,94.0
Changping,2016-04-04,46.333333333333336,93.375,6.166666666666667,44.625,900.0,124.0
Changping,2016-04-05,76.91666666666667,130.33333333333334,12.458333333333334,48.916666666666664,1200.0,170.0
Changping,2016-04-06,97.83333333333333,162.54166666666666,27.208333333333332,81.33333333333333,3400.0,78.0
Changping,2016-04-07,43.625,117.5,5.375,35.25,2100.0,84.0
Changping,2016-04-08,12.916666666666666,74.79166666666667,3.9583333333333335,31.208333333333332,900.0,90.0
Changping,2016-04-09,37.833333333333336,229.83333333333334,6.958333333333333,51.375,1300.0,101.0
Changping,2016-04-10,45.958333333333336,204.45833333333334,6.708333333333333,48.416666666666664,1300.0,107.0
Changping,2016-04-11,33.904761904761905,129.0,8.0,47.73913043478261,900.0,90.0
Changping,2016-04-12,75.04166666666667,79.375,2.9583333333333335,53.75,900.0,86.0
Changping,2016-04-13,82.25,118.95833333333333,4.958333333333333,46.791666666666664,1400.0,85.0
Changping,2016-04-14,26.958333333333332,106.45833333333333,2.75,27.666666666666668,900.0,105.0
Changping,2016-04-15,51.0,89.20833333333333,12.291666666666666,58.666666666666664,1600.0,68.0
Changping,2016-04-16,27.75,98.95833333333333,2.2083333333333335,26.625,400.0,74.0
Changping,2016-04-17,12.458333333333334,44.916666666666664,3.1666666666666665,26.375,600.0,81.0
Changping,2016-04-18,15.125,31.166666666666668,2.2916666666666665,19.666666666666668,600.0,93.0
Changping,2016-04-19,68.04166666666667,103.20833333333333,14.916666666666666,62.416666666666664,2000.0,51.0
Changping,2016-04-20,78.52173913043478,100.8695652173913,7.434782608695652,45.08695652173913,1700.0,130.0
Changping,2016-04-21,73.5,79.81818181818181,5.045454545454546,43.22727272727273,1300.0,100.0
Changping,2016-04-22,34.416666666666664,42.541666666666664,2.0833333333333335,22.041666666666668,500.0,85.0
Changping,2016-04-23,21.5,64.125,2.625,21.625,700.0,97.0
Changping,2016-04-24,83.66666666666667,136.45833333333334,14.708333333333334,62.75,1600.0,161.0
Changping,2016-04-25,98.36363636363636,138.3181818181818,10.227272727272727,36.54545454545455,1100.0,183.0
Changping,2016-04-26,93.54166666666667,124.58333333333333,18.958333333333332,50.541666666666664,1800.0,148.0
Changping,2016-04-27,91.5,103.5,6.2272727272727275,65.5,1700.0,83.0
Changping,2016-04-28,76.625,89.83333333333333,5.666666666666667,51.416666666666664,1200.0,208.0
Changping,2016-04-29,118.69565217391305,129.04347826086956,11.26086956521739,53.17391304347826,1800.0,187.0
Changping,2016-04-30,131.91666666666666,149.20833333333334,6.0,59.166666666666664,1600.0,268.0
Changping,2016-05-01,196.56521739130434,196.65217391304347,12.73913043478261,39.391304347826086,3000.0,272.0
Changping,2016-05-02,47.27272727272727,82.81818181818181,2.0,19.454545454545453,500.0,84.0
Changping,2016-05-03,23.083333333333332,54.625,3.125,28.208333333333332,600.0,86.0
Changping,2016-05-04,32.5,50.22727272727273,3.9166666666666665,45.583333333333336,900.0,146.0
Changping,2016-05-05,53.63636363636363,112.27272727272727,11.083333333333334,45.375,1400.0,141.0
Changping,2016-05-06,50.166666666666664,133.13636363636363,2.0833333333333335,18.833333333333332,400.0,86.0
Changping,2016-05-07,21.208333333333332,40.666666666666664,2.9166666666666665,24.708333333333332,500.0,138.0
Changping,2016-05-08,59.291666666666664,100.25,9.375,44.708333333333336,900.0,160.0
Changping,2016-05-09,30.083333333333332,56.958333333333336,3.3333333333333335,32.875,600.0,87.0
Changping,2016-05-10,33.875,54.708333333333336,2.1666666666666665,33.5,700.0,155.0
Changping,2016-05-11,151.875,161.125,6.75,35.333333333333336,1300.0,169.0
Changping,2016-05-12,29.458333333333332,44.583333333333336,2.0,29.75,1100.0,79.0
Changping,2016-05-13,24.5,47.458333333333336,5.458333333333333,36.208333333333336,700.0,127.0
Changping,2016-05-14,35.75,42.541666666666664,2.7083333333333335,33.583333333333336,500.0,84.0
Changping,2016-05-15,19.458333333333332,26.083333333333332,2.75,25.541666666666668,600.0,80.0
Changping,2016-05-16,15.416666666666666,38.458333333333336,2.375,32.625,1100.0,111.0
Changping,2016-05-17,45.458333333333336,82.625,9.5,35.541666666666664,1000.0,229.0
Changping,2016-05-18,57.833333333333336,97.20833333333333,6.416666666666667,35.375,600.0,190.0
Changping,2016-05-19,81.6086956521739,103.6086956521739,8.26086956521739,36.0,1000.0,229.0
Changping,2016-05-20,89.17391304347827,104.34782608695652,14.08695652173913,41.17391304347826,1400.0,273.0
Changping,2016-05-21,67.29166666666667,81.58333333333333,13.166666666666666,36.375,1000.0,254.0
Changping,2016-05-22,42.875,70.70833333333333,5.708333333333333,38.291666666666664,800.0,228.0
Changping,2016-05-23,58.625,82.125,9.625,46.458333333333336,1300.0,116.0
Changping,2016-05-24,14.208333333333334,29.333333333333332,2.375,34.666666666666664,600.0,105.0
Changping,2016-05-25,12.458333333333334,21.291666666666668,2.7083333333333335,23.666666666666668,400.0,101.0
Changping,2016-05-26,20.916666666666668,50.875,2.2083333333333335,41.583333333333336,700.0,105.0
Changping,2016-05-27,37.0,77.16666666666667,9.916666666666666,34.5,1400.0,192.0
Changping,2016-05-28,62.458333333333336,95.5,9.333333333333334,38.541666666666664,1000.0,219.0
Changping,2016-05-29,20.47826086956522,45.43478260869565,3.130434782608696,23.08695652173913,800.0,172.0
Changping,2016-05-30,71.04166666666667,126.45833333333333,8.625,44.291666666666664,1200.0,327.0
Changping,2016-05-31,68.6842105263158,113.47368421052632,12.117647058823529,31.55,1600.0,188.0
Changping,2016-06-01,73.30434782608695,81.82608695652173,3.9411764705882355,39.65217391304348,800.0,181.0
Changping,2016-06-02,88.04347826086956,93.20833333333333,5.541666666666667,40.375,800.0,234.0
Changping,2016-06-03,91.45454545454545,107.6086956521739,11.041666666666666,62.5,1100.0,230.0
Changping,2016-06-04,86.04166666666667,115.41666666666667,12.041666666666666,39.75,1300.0,227.0
Changping,2016-06-05,80.54166666666667,107.20833333333333,11.166666666666666,46.416666666666664,1200.0,251.0
Changping,2016-06-06,69.20833333333333,83.25,5.75,32.375,1300.0,276.0
Changping,2016-06-07,58.875,72.75,2.0,38.625,1000.0,162.0
Changping,2016-06-08,93.33333333333333,97.33333333333333,2.5416666666666665,36.583333333333336,1300.0,260.0
Changping,2016-06-09,111.08333333333333,132.04166666666666,4.708333333333333,37.125,1500.0,220.0
Changping,2016-06-10,36.0,42.75,2.5833333333333335,23.458333333333332,800.0,202.0
Changping,2016-06-11,7.0,18.0,2.25,22.833333333333332,600.0,100.0
Changping,2016-06-12,66.41666666666667,80.70833333333333,4.833333333333333,33.625,1200.0,218.0
Changping,2016-06-13,31.272727272727273,32.09090909090909,2.0,23.772727272727273,500.0,121.0
Changping,2016-06-14,30.416666666666668,30.458333333333332,2.5416666666666665,30.416666666666668,700.0,110.0
Changping,2016-06-15,14.416666666666666,23.208333333333332,2.0,26.291666666666668,600.0,154.0
Changping,2016-06-16,17.666666666666668,32.041666666666664,2.8333333333333335,29.791666666666668,600.0,114.0
Changping,2016-06-17,17.958333333333332,34.25,2.25,24.458333333333332,500.0,98.0
Changping,2016-06-18,29.125,56.166666666666664,3.5,32.458333333333336,700.0,207.0
Changping,2016-06-19,36.666666666666664,62.416666666666664,2.5,31.375,600.0,225.0
Changping,2016-06-20,78.79166666666667,93.79166666666667,3.875,24.458333333333332,1500.0,237.0
Changping,2016-06-21,59.791666666666664,71.25,2.5,19.583333333333332,800.0,274.0
Changping,2016-06-22,56.916666666666664,73.20833333333333,2.4583333333333335,28.416666666666668,1300.0,273.0
Changping,2016-06-23,62.22727272727273,74.45833333333333,2.3333333333333335,34.333333333333336,1600.0,157.0
Changping,2016-06-24,6.782608695652174,22.083333333333332,3.5416666666666665,19.125,1500.0,86.0
Changping,2016-06-25,14.565217391304348,30.91304347826087,2.3043478260869565,20.217391304347824,600.0,156.0
Changping,2016-06-26,32.5,71.33333333333333,4.041666666666667,36.0,1400.0,273.0
Changping,2016-06-27,47.625,79.66666666666667,3.25,37.75,800.0,232.0
Changping,2016-06-28,54.166666666666664,54.333333333333336,2.7083333333333335,28.166666666666668,1200.0,94.0
Changping,2016-06-29,96.41666666666667,96.75,2.0,27.625,800.0,227.0
Changping,2016-06-30,42.166666666666664,49.041666666666664,2.7083333333333335,23.791666666666668,1500.0,160.0
Changping,2016-07-01,7.833333333333333,18.291666666666668,2.0,15.458333333333334,700.0,116.0
Changping,2016-07-02,21.916666666666668,43.041666666666664,2.8333333333333335,29.125,1600.0,210.0
Changping,2016-07-03,63.125,89.33333333333333,4.166666666666667,31.708333333333332,1400.0,250.0
Changping,2016-07-04,126.27272727272727,151.36363636363637,3.45,24.869565217391305,1900.0,257.0
Changping,2016-07-05,83.83333333333333,101.20833333333333,3.6666666666666665,23.958333333333332,1600.0,288.0
Changping,2016-07-06,75.75,98.875,3.5416666666666665,28.208333333333332,2100.0,274.0
Changping,2016-07-07,94.66666666666667,123.91666666666667,4.625,26.958333333333332,1700.0,272.0
Changping,2016-07-08,82.91666666666667,101.75,5.416666666666667,25.583333333333332,1900.0,251.0
Changping,2016-07-09,65.52173913043478,83.21739130434783,2.9565217391304346,23.17391304347826,1000.0,260.0
Changping,2016-07-10,80.375,103.75,3.5,19.666666666666668,1800.0,267.0
Changping,2016-07-11,71.16666666666667,107.20833333333333,3.4166666666666665,24.208333333333332,1000.0,229.0
Changping,2016-07-12,27.083333333333332,39.0,2.75,19.208333333333332,1600.0,106.0
Changping,2016-07-13,12.608695652173912,25.869565217391305,2.0,21.82608695652174,700.0,159.0
Changping,2016-07-14,30.083333333333332,57.0,3.2083333333333335,36.916666666666664,1700.0,142.0
Changping,2016-07-15,28.583333333333332,29.958333333333332,2.0,23.125,900.0,105.0
Changping,2016-07-16,25.375,34.125,2.8333333333333335,29.291666666666668,1400.0,84.0
Changping,2016-07-17,61.21739130434783,73.82608695652173,2.391304347826087,24.73913043478261,1400.0,249.0
Changping,2016-07-18,93.625,95.54166666666667,3.9166666666666665,31.541666666666668,2000.0,185.0
Changping,2016-07-19,63.09090909090909,63.77272727272727,2.0454545454545454,34.04545454545455,1300.0,83.0
Changping,2016-07-20,26.375,26.791666666666668,2.75,22.833333333333332,1800.0,64.0
Changping,2016-07-21,15.75,19.25,2.0,24.791666666666668,1100.0,76.0
Changping,2016-07-22,52.375,55.458333333333336,2.6666666666666665,18.875,1800.0,242.0
Changping,2016-07-23,91.41666666666667,96.45833333333333,2.0,24.833333333333332,1700.0,285.0
Changping,2016-07-24,35.625,49.625,6.416666666666667,25.25,1400.0,175.0
Changping,2016-07-25,35.125,39.083333333333336,2.0,31.708333333333332,1100.0,117.0
Changping,2016-07-26,17.09090909090909,25.26086956521739,4.833333333333333,26.875,1500.0,140.0
Changping,2016-07-27,26.166666666666668,41.708333333333336,2.1666666666666665,27.708333333333332,1200.0,306.0
Changping,2016-07-28,31.833333333333332,41.541666666666664,3.2083333333333335,26.291666666666668,1300.0,267.0
Changping,2016-07-29,103.45833333333333,111.0,2.0,40.208333333333336,3000.0,256.0
Changping,2016-07-30,112.5909090909091,114.81818181818181,2.590909090909091,49.09090909090909,2800.0,133.0
Changping,2016-07-31,39.25,41.625,2.0,35.125,1300.0,142.0
Changping,2016-08-01,52.208333333333336,60.125,2.7083333333333335,27.458333333333332,1800.0,202.0
Changping,2016-08-02,32.375,40.583333333333336,2.0,17.5,1400.0,136.0
Changping,2016-08-03,25.625,44.708333333333336,2.7083333333333335,20.958333333333332,1500.0,176.0
Changping,2016-08-04,70.95833333333333,94.75,2.0,28.208333333333332,2100.0,326.0
Changping,2016-08-05,62.75,72.375,3.625,21.625,2200.0,201.0
Changping,2016-08-06,83.91666666666667,98.25,2.0,27.208333333333332,1200.0,219.0
Changping,2016-08-07,13.041666666666666,20.625,3.0833333333333335,17.625,1400.0,134.0
Changping,2016-08-08,20.416666666666668,34.583333333333336,2.0,24.458333333333332,1100.0,175.0
Changping,2016-08-09,38.666666666666664,62.5,4.708333333333333,27.75,2000.0,295.0
Changping,2016-08-10,69.29166666666667,90.08333333333333,2.0833333333333335,28.75,1600.0,203.0
Changping,2016-08-11,87.31818181818181,108.5,4.25,30.304347826086957,1700.0,278.0
Changping,2016-08-12,62.19047619047619,68.36363636363636,2.0,52.72727272727273,1600.0,65.0
Changping,2016-08-13,17.791666666666668,32.541666666666664,4.416666666666667,35.208333333333336,1400.0,54.0
Changping,2016-08-14,10.958333333333334,30.0,3.9166666666666665,25.166666666666668,1200.0,152.0
Changping,2016-08-15,13.791666666666666,28.583333333333332,2.875,28.875,1700.0,99.0
Changping,2016-08-16,19.5,36.833333333333336,2.0,26.958333333333332,700.0,183.0
Changping,2016-08-17,43.291666666666664,60.291666666666664,2.7916666666666665,36.625,1400.0,69.0
Changping,2016-08-18,55.43478260869565,55.43478260869565,2.0,31.130434782608695,2600.0,56.0
Changping,2016-08-19,12.125,23.5,2.7916666666666665,15.416666666666666,2000.0,114.0
Changping,2016-08-20,37.375,51.25,2.0,24.375,1400.0,184.0
Changping,2016-08-21,40.458333333333336,65.70833333333333,2.75,26.875,1500.0,263.0
Changping,2016-08-22,54.166666666666664,73.625,2.4583333333333335,28.458333333333332,1800.0,189.0
Changping,2016-08-23,65.70833333333333,86.04166666666667,3.1666666666666665,35.416666666666664,1600.0,128.0
Changping,2016-08-24,63.69565217391305,86.04347826086956,2.347826086956522,33.130434782608695,1300.0,188.0
Changping,2016-08-25,9.625,18.541666666666668,2.7916666666666665,16.541666666666668,1100.0,97.0
Changping,2016-08-26,7.583333333333333,21.5,2.0833333333333335,24.416666666666668,1100.0,88.0
Changping,2016-08-27,11.521739130434783,29.25,5.583333333333333,33.875,1800.0,76.0
Changping,2016-08-28,8.875,21.375,3.4166666666666665,23.791666666666668,600.0,85.0
Changping,2016-08-29,14.791666666666666,39.291666666666664,3.2916666666666665,30.125,1200.0,144.0
Changping,2016-08-30,19.958333333333332,44.5,2.125,28.708333333333332,500.0,160.0
Changping,2016-08-31,11.5,30.333333333333332,4.833333333333333,29.833333333333332,1100.0,84.0
Changping,2016-09-01,6.818181818181818,21.91304347826087,3.2916666666666665,34.625,800.0,83.0
Changping,2016-09-02,9.125,19.166666666666668,3.4583333333333335,31.25,1400.0,58.0
Changping,2016-09-03,16.125,36.791666666666664,2.375,32.666666666666664,400.0,182.0
Changping,2016-09-04,86.41666666666667,98.91666666666667,3.2916666666666665,35.625,2200.0,219.0
Changping,2016-09-05,27.0,31.375,2.25,38.75,800.0,91.0
Changping,2016-09-06,11.0,22.88888888888889,5.944444444444445,32.27777777777778,1200.0,71.0
Changping,2016-09-07,37.61538461538461,66.07692307692308,3.923076923076923,43.69230769230769,900.0,180.0
Changping,2016-09-08,13.041666666666666,28.083333333333332,4.875,41.666666666666664,1200.0,91.0
Changping,2016-09-09,11.75,28.541666666666668,5.291666666666667,30.916666666666668,1000.0,84.0
Changping,2016-09-10,13.958333333333334,38.875,6.166666666666667,39.791666666666664,1500.0,111.0
Changping,2016-09-11,21.833333333333332,31.0,2.0,29.833333333333332,700.0,141.0
Changping,2016-09-12,27.5,38.5,3.0,32.5625,1200.0,136.0
Changping,2016-09-13,85.33333333333333,86.66666666666667,2.5,37.142857142857146,1600.0,177.0
Changping,2016-09-14,90.54166666666667,95.25,3.2916666666666665,39.166666666666664,2000.0,225.0
Changping,2016-09-15,35.541666666666664,50.875,5.083333333333333,34.333333333333336,1300.0,160.0
Changping,2016-09-16,107.5,121.125,4.041666666666667,32.333333333333336,1800.0,245.0
Changping,2016-09-17,33.916666666666664,43.0,2.0,36.625,900.0,48.0
Changping,2016-09-18,20.291666666666668,21.75,2.8333333333333335,28.291666666666668,1400.0,63.0
Changping,2016-09-19,8.75,15.0,2.0,27.666666666666668,800.0,67.0
Changping,2016-09-20,16.541666666666668,30.458333333333332,2.9583333333333335,37.125,1500.0,99.0
Changping,2016-09-21,50.916666666666664,63.708333333333336,2.875,55.458333333333336,1100.0,87.0
Changping,2016-09-22,81.0,84.16666666666667,4.5,37.375,1400.0,141.0
Changping,2016-09-23,103.29166666666667,103.95833333333333,2.0416666666666665,34.583333333333336,1300.0,224.0
Changping,2016-09-24,72.33333333333333,83.45833333333333,3.0833333333333335,31.125,1700.0,196.0
Changping,2016-09-25,136.0,146.95833333333334,2.125,55.625,2300.0,92.0
Changping,2016-09-26,51.625,54.166666666666664,3.2916666666666665,36.583333333333336,1900.0,99.0
Changping,2016-09-27,20.458333333333332,35.875,2.0833333333333335,21.416666666666668,1500.0,59.0
Changping,2016-09-28,11.380952380952381,28.90909090909091,3.0,22.333333333333332,1600.0,66.0
Changping,2016-09-29,38.17391304347826,59.130434782608695,3.1666666666666665,48.583333333333336,900.0,126.0
Changping,2016-09-30,92.125,118.625,4.708333333333333,73.08333333333333,1500.0,172.0
Changping,2016-10-01,164.66666666666666,183.45833333333334,6.291666666666667,100.33333333333333,1900.0,178.0
Changping,2016-10-02,171.33333333333334,176.16666666666666,5.291666666666667,85.95833333333333,1900.0,173.0
Changping,2016-10-03,141.625,152.58333333333334,2.25,82.16666666666667,1700.0,166.0
Changping,2016-10-04,33.208333333333336,47.875,3.0,40.416666666666664,2000.0,56.0
Changping,2016-10-05,48.5,58.833333333333336,2.0,50.875,1700.0,106.0
Changping,2016-10-06,68.25,76.16666666666667,3.75,52.583333333333336,2500.0,10.0
Changping,2016-10-07,34.041666666666664,34.083333333333336,2.0833333333333335,49.708333333333336,2600.0,19.0
Changping,2016-10-08,10.75,32.083333333333336,3.7083333333333335,30.958333333333332,1200.0,58.0
Changping,2016-10-09,29.0,61.041666666666664,2.75,58.166666666666664,1600.0,85.0
Changping,2016-10-10,68.45833333333333,94.58333333333333,6.625,73.45833333333333,1600.0,55.0
Changping,2016-10-11,87.375,106.29166666666667,3.875,66.29166666666667,2700.0,84.0
Changping,2016-10-12,81.63636363636364,104.0,3.75,64.125,1800.0,40.0
Changping,2016-10-13,122.75,128.54166666666666,2.4583333333333335,53.0,2000.0,142.0
Changping,2016-10-14,243.0,246.29166666666666,4.833333333333333,75.625,3500.0,131.0
Changping,2016-10-15,206.16666666666666,206.875,2.1666666666666665,68.08333333333333,2200.0,26.0
Changping,2016-10-16,148.5,148.5,2.9583333333333335,65.04166666666667,2400.0,55.0
Changping,2016-10-17,43.541666666666664,66.45833333333333,2.2083333333333335,49.458333333333336,2100.0,67.0
Changping,2016-10-18,116.81818181818181,147.20833333333334,4.333333333333333,67.18181818181819,2700.0,31.0
Changping,2016-10-19,191.17391304347825,207.08695652173913,3.869565217391304,76.43478260869566,3300.0,111.0
Changping,2016-10-20,100.5,112.95833333333333,4.0,48.291666666666664,2100.0,53.0
Changping,2016-10-21,44.416666666666664,44.416666666666664,2.0,38.5,1100.0,38.0
Changping,2016-10-22,15.916666666666666,24.875,2.8333333333333335,28.916666666666668,1600.0,43.0
Changping,2016-10-23,26.541666666666668,46.541666666666664,2.125,46.625,1100.0,31.0
Changping,2016-10-24,49.041666666666664,81.79166666666667,3.5416666666666665,49.041666666666664,1600.0,15.0
Changping,2016-10-25,78.83333333333333,107.16666666666667,2.590909090909091,66.8695652173913,1800.0,8.0
Changping,2016-10-26,35.52173913043478,77.73913043478261,2.9565217391304346,41.476190476190474,2200.0,51.0
Changping,2016-10-27,31.166666666666668,55.833333333333336,2.2916666666666665,29.291666666666668,1000.0,22.0
Changping,2016-10-28,12.541666666666666,21.833333333333332,3.0416666666666665,18.625,700.0,58.0
Changping,2016-10-29,24.625,48.583333333333336,4.125,33.75,300.0,58.0
Changping,2016-10-30,33.333333333333336,61.583333333333336,5.333333333333333,33.291666666666664,900.0,58.0
Changping,2016-10-31,13.125,26.541666666666668,3.2941176470588234,16.458333333333332,9100.0,57.0
Changping,2016-11-01,39.666666666666664,61.958333333333336,7.25,46.73913043478261,1100.0,36.0
Changping,2016-11-02,68.58333333333333,104.625,6.125,60.375,1900.0,52.0
Changping,2016-11-03,130.375,170.83333333333334,8.625,91.58333333333333,3100.0,24.0
Changping,2016-11-04,221.875,255.79166666666666,5.541666666666667,128.45833333333334,4100.0,21.0
Changping,2016-11-05,170.0,189.33333333333334,5.958333333333333,97.0,5200.0,53.0
Changping,2016-11-06,73.41666666666667,82.75,6.958333333333333,57.583333333333336,1700.0,47.0
Changping,2016-11-07,30.208333333333332,36.291666666666664,4.25,31.17391304347826,2000.0,46.0
